"","X.1","Unnamed..0","X","Date","Year","Time","Location","Operator","Route","AC.Type","Manufacturer","Registration","cn.ln","Aboard","Aboard.Passangers","Aboard.Crew","Fatalities","Fatalities.Passangers","Fatalities.Crew","Ground","Summary","Coordinates","Latitude","Longitude","Country","Country.coordinates","Location_Status"
"2072",4294,4727,4739,"01/25/2010",2010,"14-15","Senador Jose PorfÃÂ­rio, Brazil","Piquiatuba Taxi Aereo","Belem - Senador Jose PorfÃÂ­rio","Embraer EMB-110C Bandeirante","Embraer","PT-TAF","110103",10,8,2,2,1,1,0,"The commuter plane crashed while attempting to land, killing the captain and one passenger.","(-2.589935, -51.945533)",-3.25588083420305,-52.910566874525,"Brazil","Brazil","correct location"
"2073",4295,4728,4740,"01/28/2010",2010,"11-12","Cotabato City, Philippines","Military - Philippine Air Force","Cotabato Cty - Zamboanga City","GAF N22B Nomad","GAF","18","N22B-18",8,6,2,8,6,2,1,"While taking off, the crew experienced an engine fire and tried to make an emergency landing but crashed into a residential neighborhood.","(7.22361, 124.24639)",5.7553320351847,125.476253413409,"Philippines","Philippines","correct location"
"2074",4297,4730,4742,"04/10/2010",2010,"10-11","Smolensk, Russia","Military - Polish Air Force","Warsaw, Poland - Smolensk Russia","Tupolev 154M","Tupolev","101","90A837",96,88,8,96,88,8,0,"The military jet crashed and was destroyed while attempting to land in dense fog and poor visibility. The crew requested permission to carry out a trial approach to a decision height of 100 m and told the controller to expect a go-around. A few seconds before impact, the autopilot and autothrottle were disconnected in order to execute a go-around. The airplane impacted upsloping terrain at a distance of about 1,100 meters from the runway and 40 m to the left of extended centerline. The immediate cause of the accident was the failure of the crew to make a timely decision to proceed to an alternate airport although they were not once timely informed of the actual weather conditions at Smolensk, which were significantly lower than the established airport minima. Descent without visual contact with ground references to an altitude much lower than minimum descent altitude for a go-around,  in order to establish visual flight. No reaction to the numerous TAWS warnings which led to controlled flight into terrain, aircraft destruction and death of the crew and passengers.  Polish president Lech Kaczynski and his wife were among the dead.","(54.791248, 32.056755)",55.0284638269047,34.6655179723142,"Russia","Russia","correct location"
"2075",4298,4731,4743,"04/10/2010",2010,"03-04","Yelizovo, Russia","Kamchatka Airlines","Elizovo - DukupÃÂ ","Mi-8","Mil","","",18,15,3,10,8,2,NA,"The helicopter was flying German and Russian snowboarders during a showboarding tour when it crash, 67 km away from Yelizovo.","(53.172376, 158.379298)",54.1660176121975,158.896030196404,"Russia","Russia","correct location"
"2076",4300,4733,4745,"04/21/2010",2010,"21-22","Pampanga, Philippines","Interisland Airlines","Cebu - Pampanga","Antonov An-12BP","Antonov","UP-AN216","402001",6,0,6,3,0,3,0,"An electrical fire forced the cargo plane's pilot to attempt an emergency landing in a rice field when the plane crashed, broke into pieces, and burst into flames.","(14.994499, 120.660372)",14.7243744244723,119.724195583157,"Philippines","Philippines","correct location"
"2077",4301,4734,4746,"05/12/2010",2010,"06-07","Tripoli, Libya","Afriqiyah Airways","Johannesburg, South Africa - Tripoli, Libya","Airbus A330-202","Airbus","5A-ONG","1024",104,93,11,103,92,11,0,"The aircraft crashed and disintegrated one-half a mile from the runway while attempting to land at Tripoli International Airport. Ninety-two passenger and a crew of 11 were killed. A 8 year old Dutch boy was the sole survivor. Failure of the two pilots to coordinate their actions during the initial approach, with the final approach attempted below the minimum descent altitude and the runway not visible. Realizing that the approach had been misjudged, the co-pilot, who was in command, attempted to pull the plane up in order to perform a new landing, which disabled the auto pilot, but the captain had retaken control of the aircraft without informing his co-pilot, leading to the crash. Lack of coordination between the two pilots and the inappropriate application of flight control inputs during the attemped go-around. The length of the trip and crew fatigue was a factor.","(32.8925, 13.180012)",34.3720908176269,16.7420492841498,"Libya","Libya","correct location"
"2078",4302,4735,4747,"05/15/2010",2010,"15-16","Poeketi, Suriname","Blue Wings Airlines","Godo Holo Air Strip - Paramaribo","Antonv An-28","Antonov","PZ-TSV","1AJ007-10",8,6,2,8,6,2,0,"The plane crashed during poor weather into a forest ,10 minutes after taking off from Godo Olo Air Strip.","(4.12841, -54.62391)",5.72111662887983,-57.0037873046452,"Suriname","Suriname","correct location"
"2079",4304,4737,4749,"05/22/2010",2010,"06-07","Mangalore, India","Air India Express","Dubai, UAE - Mangalore, India","Boeing 737-8HG","Boeing","VT-AXV","36333/2481ÃÂ ",166,160,6,159,153,6,0,"While attempting to land at Mangalore Airport, the plane overran the runway, slid down a ravine into a wooded valley, and burst into flames. Despite being warned by the aircraft computers to ""pull up, the captain did not heed the warning. He also ignored the co-pilot telling him to go-around,","(12.891629, 74.857993)",13.423773957713,75.5946029237681,"India","India","correct location"
"2080",4305,4739,4751,"06/23/2010",2010,"05-06","Quebec, Canada","AÃÂ©ropro","Quebec -Sept-ÃÂles","Beechcraft A100 King Air","Beechcraft","C-FGIN","B-164",7,5,2,7,5,2,0,"The pilot reported a problem with his right engine after take off and tried to return for an emergency landing but crashed into a private field and exploded, approximately 1 mile north of Jean-Lesage International Airport. The aircraft took off with reduced engine power not recommended by the manufacturer. Once the right engine stopped working, the pilots didn't rotate the engine's blades to be parallel with the flow of air, a procedure called feathering that helps to reduce drag. The crew were not properly trained for emergencies, and mechanical defects were not being logged. The companyÃ¢ÂÂs license was revoked.","(46.855987, -71.276271)",46.8770209936481,-72.7364566324272,"Canada","Canada","correct location"
"2081",4307,4741,4753,"07/28/2010",2010,"09-10","Islamabad, Pakistan","Airblue","Karachi - Islamabad","Airbus A321-231","Airbus","AP-BJB","1218",152,146,6,152,146,6,0,"The passenger plane crashed in the Margalla hills while attempting to land at Benazir Bhutto International Airport. The tower lost contact with the plane as it was about to land in poor weather conditions. Controlled Flight into Terrain, in which aircrew failed to display superior judgment and professional skills in a self created unsafe environment. In their pursuit to land in inclement weather, they committed serious violations of procedures and breaches of flying discipline, which put the aircraft in an unsafe condition over dangerous terrain at low altitude.","(33.679668, 73.029883)",34.3621728176712,73.6210290860451,"Pakistan","Pakistan","correct location"
"2082",4308,4742,4754,"07/28/2010",2010,"18-19","Elmendorf AFB, Alaska","Military - US Air Force","Practice maneuvers","McDonnell Douglas C-17A Globemaster III","McDonnell Douglas","00-0173","P-73",4,0,4,4,0,4,0,"The cargo plane took off from runway 6 to practice for upcoming maneuvers. After the initial climb, the pilot made a sharp right turn. As the aircraft banked, the stall warning system activated . Instead of implementing stall recovery procedures, the pilot continued the turn as planned and the aircraft entered a stall from which recovery was not possible. The aircraft impacted a wooded area northwest of the airfield.","(29.254198, -98.313504)",27.9271949312824,-97.2964345500939,"United States","United States","correct location"
"2083",4310,4744,4756,"08/03/2010",2010,"01-02","Igarka, Russia","Katekavia Airline","Karsnoyarsk - Igarka","  Antonov An-24 V","Antonov","RA-46524"," 47310003",15,12,3,12,11,1,0,"The plane crashed while on approach to Igarka Airport in adverse weather conditions. Crew tried to land in below weather minimums. Execution of an approach in conditions worse than the weather minima of the airfield, aircraft, and pilot. The failure of the crew to take a timely decision for a missed approach when the plane descended below the minimum safe height in the absence of reliable visual contact with approach lights and runway lights. This caused the aircraft to strike trees and the ground in controlled flight.","(67.468516, 86.634467)",66.7475571257324,87.2218193010479,"Russia","Russia","correct location"
"2084",4311,4745,4757,"08/09/2010",2010,"14-15","Dillingham, Alaska","GCI Communications Corp.","Lake Nerka - Nushagak River","de Havilland Canada DH-3T Otter","deHavilland","N455A","206",9,8,1,5,4,1,0,"The floatplane, carrying passengers to a fishing site crashed into a brush and rock covered mountainside in light rain and fog. Former Alaska U.S. Senator, Ted Stevens, was among those killed.The NTSB found the probable cause to be the pilotÃ¢ÂÂs temporary unresponsiveness for reasons that could not be established from the available information. There was no mechanical problem with the plane and that weather was not likely a factor in the crash.","(59.708077, -158.344201)",59.2796896554277,-158.335497776088,"United States","United States","correct location"
"2085",4313,4747,4759,"08/21/2010",2010,"14-15","Kaminshak Bay, Alaska","Branch River Air Service","Swikshak Lagoon - King Salmon","de Havilland Canada DHC-2 Beaver","deHavilland","N9313Z","441",4,3,1,4,3,1,0,"Crashed in the water off Katmai National Park. Only fragments of the plane were foud. No bodies were ever found. The probable cause was undetermined.","(37.857629, -122.480222)",37.2936805179423,-120.660979951698,"United States","United States","correct location"
"2086",4315,4749,4761,"08/24/2010",2010,"22-23","Yichun, China","Henan Airlines","Harbin - Yichun","Embraer ERJ-190-100LR","Embraer","B-3130","19000223",96,91,5,44,41,3,0,"The plane overshot the runway while landing and burst into flames. The pilot violated aviation rules during the descent, did not locate the runway before landing and abandoned the crashed aircraft.","(47.71742, 128.868232)",47.5655082187371,129.026517866332,"China","China","correct location"
"2087",4318,4752,4764,"09/03/2010",2010,"19-20","Dubai, United Arab Emirates","United Parcel Service- UPS","Dubai - Bonn, Germany","Boeing B747-44AF","Boeing","N571UP","35668/1393",2,0,2,2,0,2,0,"The cargo plane crashed 10 km North of Dubai Airport shortly after taking off. The plane was attempting to return to the airport when the accident happened. The data recorder indicated there was smoke or fire coming from the cargo area. The cargo plane's pilots struggled to see their primary flight instrument displays as thick smoke filled the cockpit. The pilots could  not manually control the planeÃ¢ÂÂs elevation and direction, probably because cables running above the likely location of a cargo fire lost tension. The fire began near where a shipment of lithium batteries were stored.","(25.080209, 55.283596)",25.3726182286933,56.4703224085158,"United Arab Emirates","United Arab Emirates","correct location"
"2088",4320,4754,4766,"09/13/2010",2010,"10-11","Puerto Ordaz, Venezuela","ConviasaÃÂ Airline","Porlamar - Puerto Ordaz","ATR 42-320","ATR","YV-1010","371",51,47,4,17,14,3,0,"While en route, the passenger plane crashed and burned in a storage yard of a steel foundry, six miles SE of Puerto Ordaz Airport, after the pilot reported having problems controlling the aircraft.","(8.3153, -62.705326)",7.93432373720106,-61.1763149181163,"Venezuela","Venezuela","correct location"
"2089",4323,4757,4769,"10/12/2010",2010,"19-20","Kabul, Afghanistan","National Air Cargo","Bagram AB - Kabul","Lockheed L-100 Hercules","Lockheed","5X-TUC","4362",8,0,8,8,0,8,0,"The cargo plane crashed into a mountainside about 18 miles east of Kabul Airport.","(34.52813, 69.17233)",34.4019377216387,69.3348705595346,"Afghanistan","Afghanistan","correct location"
"2090",4325,4760,4772,"11/05/2010",2010,"07-08","Karachi, Pakistan","JS Air","Karachi - Oil compound in Sindh province","Beechcraft 1900C-1","Beechcraft","AP-BJD","UC-157",21,17,4,21,17,4,0,"The plane, carrying Italian oil company personne,l suffered an engine failure on climb-out and was attempting to return to the airport when it nose-dived and crashed near a residential area in Gulistan-e-Jauhar.","(24.938833, 67.089141)",25.7280437238129,66.5674926393954,"Pakistan","Pakistan","correct location"
"2091",4326,4761,4773,"11/25/2010",2010,"12-13","Strezhevoy, Russia","NARZ","","Mil Mi-8T","Mil","RA-22376","7257",10,NA,NA,7,NA,NA,0,"The helicopter, which was delivering workers to a drilling site, crashed and burned while attempting to land, after the tail rotor became entangled in wires.","(60.722864, 77.565429)",59.5937325843239,78.5898449367516,"Russia","Russia","correct location"
"2092",4327,4762,4774,"11/28/2010",2010,"01-02","Karachi, Pakistan","Sun Way","Karachi - Khartoum","Ilyushin Il-76TD","Ilyushin","4L-GNI","43452546",8,0,8,8,0,8,4,"The cargo plane, carrying 31 tons of relief supplies for Sudan, crashed into buildings of the Naval Housing Colony while attempting to return to runway 07R shortly after taking off from Karachi. The cause of the occurrence was uncontained failure of the 2nd stage disk of LP compressor of Engine # 4 due to fatigue fracture which resulted in in-flight fire and damage to adjacent areas of right wing / flaps to an extent that flight could not be sustained.","(24.938833, 67.089141)",24.06274309473,66.3056590899905,"Pakistan","Pakistan","correct location"
"2093",4328,4763,4775,"12/04/2010",2010,"14-15","Moscow, Russia","Dagestan Airlines","Moscow -Makhachkala, Dagestan","Tupolev Tu-154M","Tupolev","RA-85744","92A-927",169,160,9,2,2,0,0,"About 80km out from Moscow, the crew reported losing all three engines, electrical power and navigation equipment. They decided to divert back to Moscow. Visual contact with the ground could not be established until breaking through the overcast at 500 feet. The aircraft landed, skidded off the runway and broke into three pieces. Unintentional shutdown of supply tank booster pumps when the flight engineer carried out manual fuel transfer procedures during the climb, leading to instantaneous oscillation of fuel flow to the engines and their speed, a shut down of the outer engines and power supply problems in the aircraft for 2 minutes 23 seconds due to the failure of three generators. Failure to use all the possibilities by the crew to restore engine power;","(55.741469, 37.615561)",54.4406355849036,36.5849065548647,"Russia","Russia","correct location"
"2094",4330,4765,4777,"01/01/2011",2011,"15-16","Surgut, Russia","Kogalmavia","Surgut - Moscow","Tupolev Tu-154B-2","Tupolev","RA-85588","83A588",124,116,8,3,3,0,0,"The passenger jet caught fire and exploded as it taxied for take off. Three passenger were killed and 43 injured during the evacuation. Electrical short.","(61.244863, 73.401863)",61.1922539927321,75.128508817209,"Russia","Russia","correct location"
"2095",4331,4766,4778,"01/09/2011",2011,"19-20","Orumiyeh, Iran","Iran Air","Tehran - Orumiyeh","Boeing B-727-286","Boeing","EP-IRPÃÂ ","20945/1048",105,93,12,77,65,12,0,"The accident happened after the plane was unable to land because of poor weather conditions and was attempting a go-around. The aircraft crashed 5 miles from the Orumiyeh airport in a snowy field..","(37.55274, 45.07605)",36.940344706566,46.7346521770122,"Iran","Iran","correct location"
"2096",4332,4767,4779,"02/08/2011",2011,"16-17","Plettenberg Bay, South Africa","Majuba Aviation","Queenstown - Plettenberg Bay","Pilatus PC-12/47","Pilatus","ZS-GAA","858",9,7,2,9,7,2,0,"When the crew encountered dense fog, limiting visibility, the pilot aborted the landing and was in the process of a go-around when the plane crashed into the sea.","(-34.050045, 23.374956)",-35.5103044211061,23.4440031025789,"South Africa","South Africa","correct location"
"2097",4333,4768,4780,"02/10/2011",2011,"09-10","Cork, Ireland","Manx2","Belfast - Cork","Swearingen SA-227BC Metro III","Swearingen","EC-ITPÃÂ ","BC-789B",12,10,2,6,4,2,0,"The Metroliner made an approach to Runway 17 in low visibility and the crew decided to go-around. A second attempt to land on Runway 35 was also unsuccessful and resulted in another go-around. During a third landing attempt on Runway 17, the aircraft crashed adjacent to Taxiway C and came to rest upside down. A fire soon erupted. Four passenger and both crew members were killed. Improper crew coordination and procedures led to loss of control of the aircraft. A contributing factor was inadequate maintenance causing the two engines to develop unequal thrust.","(51.899076, -8.467932)",53.6192709621065,-8.04900788370388,"Ireland","Ireland","correct location"
"2098",4334,4769,4781,"02/14/2011",2011,"08-09","Santa Ana Francisco Morazan, Honduras","Central American Airways","San Pedro Sula - Tegucigalpa","Let L-410 UVPE-20","Let","HR-AUQÃÂ ","912603",14,12,2,14,12,2,0,"The small airlilner crashed into a hill at an elevation of 2,000 feet while on approach in poor visibility. Windshear.","(13.93167, -87.27139)",11.6075349747983,-87.0821017243761,"Honduras","Honduras","correct location"
"2099",4337,4772,4784,"04/19/2011",2011,"13-14","Tawang, India","	Pawan Hans Helicopters Ltd.","","	Mil Mi-172","Mil","	VT-PHF","356C06",23,NA,NA,18,NA,NA,0,"The helicopter crashed into a hill as it attempted to land at a high altitude helipad Six, including the copilot escaped with minor injuries..","(27.57417, 91.92437)",28.5269391603205,94.626358202074,"India","India","correct location"
"2100",4338,4773,4785,"04/21/2011",2011,"14-15","Manaus, Brazil","	AmazonavesAir Taxi","Manaus - Santarem","Embraer/Piper EMB-810C Seneca","Embraer","PT-EFS","	810055",7,6,1,7,6,1,0,"The airl taxi crashed about one minute after taking off from Manaus Airport.","(-3.011942, -59.979328)",-3.85418157001298,-58.3861983650096,"Brazil","Brazil","correct location"
"2101",4339,4774,4786,"05/07/2011",2011,"14-15","Kaimana, Indonesia","Merpati Nusantara Airlines","Sorong - Kaimana","Xian MA-60","Other","PK-MZKÃÂ ","603",27,21,6,27,21,6,0,"The turboprop had been circling Kaimana Airport for about 15 minutes when it crashed into the sea, 400 meters offshore, in poor weather conditions.","(-3.606623, 133.698186)",-4.86390499606249,133.214256367138,"Indonesia","Indonesia","correct location"
"2102",4340,4775,4787,"05/18/2011",2011,"20-21","Prahuaniyeu, Argentina","SOL Lineas Aereas","Neuquen - Comodoro Rivadavia","Saab 340A","Saab","LV-CEJ","25",22,19,3,22,19,3,0,"The domestic scheduled passenger flight crashed 12.5 miles north of Prahuaniyeu while en route, after transmitting a distress call. All 19 passengers and crew of three aboard were killed. Inadequate flight planning. Inadequate operational decision making on the part of the pilot. Loss of situational awareness from the flight crew.","(-41.344182, -67.906142)",-41.228844814768,-67.8447346517825,"Argentina","Argentina","correct location"
"2103",4341,4776,4788,"06/20/2011",2011,"23-00","Petrozavodsk, Russia","RusAir Airlines","Moscow - Petrozavodsk","Tupolev Tu-134","Tupolev","RA-65691","63195/5703",52,43,9,47,39,8,0,"The airliner crashed while on final to Petrozavodsk in heavy fog, landing 1 kilometers short of the runway. The plane soon broke up and caught on fire. Factors in the accident: heavy fog. The crew could not see the runway's ground lights, but did not decide to turn away and make another attempt at landing. The plane hit nearby trees before crashing. Cooperation among the crew during the landing attempt was poor, with the pilot subordinating himself to the navigator and the co-pilot effectively excluded from decisions. The navigator was intoxicated.","(61.790287, 34.342324)",62.1256170653337,34.6267303423405,"Russia","Russia","correct location"
"2104",4342,4777,4789,"07/06/2011",2011,"23-00","Bagram Air Base, Afghanistan","Silk Way Airlines","Baku, Azerbaijan - Bagram Air Base, Afghanistan","Ilyushin76TD","Ilyushin","4K-AZ55","2053420680",9,0,9,9,0,9,0,"While flying at 12,500 feet, the cargo plane crashed into a mountain peak, exploded and burned about 15 miles from Bagram. The aircraft was loaded with fuel for the International Security Assistance Force in Afghanistan.","(34.931768, 69.256359)",32.6989088849976,71.5802461235668,"Afghanistan","Afghanistan","correct location"
"2105",4344,4779,4791,"07/11/2011",2011,"11-12","Strezhevoy, Russia","Angara Airlines","Tomsk - Surgut","Antonov An-24RV","Antonov","RA-47302","57310302",37,33,4,7,7,0,0,"After reporting an engine fire in the left engine, the pilot attempted to make an emergency landing at Strezhevoy but ditched into the Orb River. Both pilots were not certified to fly. The captain's license was revoled and the first officer had not finished his requalification exam.","(60.722864, 77.565429)",58.7076682730757,73.4303946126707,"Russia","Russia","correct location"
"2106",4345,4780,4792,"07/13/2011",2011,"11-12","Recife, Brazil","NOAR Linhas AÃÂ©reas","Recife - Natal","Let L-401UVP-20","Let","PR-NOB","2722",16,14,2,16,14,2,0,"The regional airliner had taken off from Runway 18 after which the pilot reported that he wanted to return for an emergency landing. He then stated he was attempting a forced landing on the beach of Boa Viagem but instead the plane crashed into a vacant lot and burst into flames near the beach, 1.2 miles from the runway threshold.","(-8.055802, -34.921399)",-9.76587460445837,-38.0911298364491,"Brazil","Brazil","correct location"
"2107",4346,4781,4793,"07/26/2011",2011,"09-10","Guelmim, Morocco","Military - Royal Moroccan Air Force","Dakhla - Guelmim - Kinitra","Lockheed C-130 Hercule","Lockheed","CNA-OQ","4892",80,71,9,80,71,9,0,"The military transport plane crashed in the mountain, 6 miles northeast of Guelmim in bad weather while attempting to land.","(28.987893, -10.063069)",29.5809204816538,-10.7028412944632,"Morocco","Morocco","correct location"
"2108",4349,4784,4796,"08/09/2011",2011,"14-15","Omsukchan, Russia","Avis Amur","Magdan - Keperveem","Antonov 12","Antonov","RA-11125","3341006",11,2,9,11,2,9,0,"After leaving Magdan the crew of the cargo plane reported a fuel leak and an engine fire. While trying to return to Magdan, the plane crashed 6 miels from Omsukchan, 190 miles from its original take-off point. The plane carried 18 tons of cargo.","(62.51575, 155.79038)",64.12601000259,157.154969140514,"Russia","Russia","correct location"
"2109",4350,4785,4797,"08/20/2011",2011,"12-13","Resolute Bay, Nunavut, Canada","First Air","Yellowknife - Resolute Bay","Boeing B-737-210C(A) Combi","Boeing","C-GNWN","21067/414",15,11,4,12,8,4,0,"While on instrument approach and initiating a go-around, the plane hit a hill side 2km east of the runway and broke up into 3 pieces.The crew had initiated the go-around 2 seconds before impact. The late initiation and subsequent management of the descent resulted in the aircraft turning onto final approach 600 feet above the glideslope, increasing the crewÃ¢ÂÂs workload and reducing their capacity to assess and resolve the navigational issues during the remainder of the approach.","(74.685624, -94.860495)",73.8039451756157,-94.5998216054454,"Canada","Canada","correct location"
"2110",4351,4786,4798,"08/26/2011",2011,"19-20","Mosby, Missouri","LifeNet","Bethany - Mosby","Eurocopter AS350B2","Eurocopter","N352LN","3728",4,3,1,4,3,1,0,"The helicopter was headed for Mosby to refuel when it crashed in a field 1.7 nm north-northeast of Midwest National Air Center. The pilot, nurse, paramedic and patient were all killed.","(39.315581, -94.306746)",38.8080030280054,-92.4194946885633,"United States","United States","correct location"
"2111",4354,4789,4801,"09/07/2011",2011,"15-16","Yaroslavl, Russia","YAK Service","Yaroslavl - Minsk","Yakovlev 42D","Yakovlev","RA-42434","4520424305017",45,37,8,44,37,7,0,"The plane failed to climb after takeoff and crashed into an antenna outside the airport perimeter and came to rest in the Volga River, 1km from the runway. The plane carried the entire Lokomotiv Yaroslavl ice hockey team. Pilot error. Both pilots had experience on the Yak-40 but were assigned to switch between types , contrary to proper practice. They apparently had never learned the correct position for their feet on takeoff. In the Yak-42, and like virtually all other existing Russian and Western planes, a pilot steers the aircraft by pressing the lower part of pedals and activates the brakes by pressing their upper part.But instead of putting his heels on the cockpit floor as required,  One pilot left his feet resting on the pedals, as correct for the Yak-40. This applied the brakes, causing a downward pitch force that  prevented the plane from rotating to take off. They made the fatal mistake of failing to abort the takeoff, but kept applying more upward   pitch with the result that when the plane finally left the ground and the downward pitch force stopped, it went into a stall within seconds.","(57.625147, 39.839854)",55.949138658428,40.2650208702427,"Russia","Russia","correct location"
"2112",4355,4790,4802,"09/14/2011",2011,"12-13","Huambo, Angola","Military - FANA Forca Aerea Nacional Angolana","Huambo - Luanda","Embraer 120ER Brasilia","Embraer","T-500","120357",36,34,2,30,30,0,0,"The military plane crashed, broke in two and burned while attempting to takeoff from Huambo Airport. Six persons survived including the pilot and copilot.","(-12.776674, 15.734482)",-12.6614042683964,16.4874500709756,"Angola","Angola","correct location"
"2113",4356,4791,4803,"09/16/2011",2011,"16-17","Reno, Nevada","Private - Aero Trans Corp","Air race","North American P-51D-15-NA Mustang","Other","N79111","109-35934",1,0,1,1,0,1,10,"The pilot of the aircraft participating in an air race lost control and dove into the spectator box seating area disintegrating upon impact. A section of the left elevator trim tab separated in flight. Investigation determined that the looseness of the elevator trim tab attachment screws and a fatigue crack in one of the screws caused a decrease in the structural stiffness of the elevator trim system.","(39.530395, -119.806347)",40.8967740110035,-121.8485732118,"United States","United States","correct location"
"2114",4357,4792,4804,"09/22/2011",2011,"13-14","Yellowknife, Northwest Territories, Canada","Arctic Sunwest Charters","Thor Lake - Great Slave Lake","De Havilland Canada DHC-6-300 Twin Otter","deHavilland","C-GARWÃÂ ","367",9,7,2,2,0,2,0,"While coming in for a landing at Great Slave Lake the float plane hit powerlines, two cars and part of a building.  The pilot attempted to abort the landing after an aircraft float dug into the water. A cross-wind flipped the plane on end and it clipped power lines in front of a building, spinning it 90 degrees. The plane then crashed, floats first, into a faÃÂ§ade. The fuselage then rotated on the ground and, the floats demolished two vehicles and came to rest in a parking lot facing back the way it had come.","(62.462817, -114.395397)",61.8276677655691,-116.642775306542,"Canada","Canada","correct location"
"2115",4358,4793,4805,"09/25/2011",2011,"07-08","Kathmandu, Nepal","Buddha Air","Sightseeing","Beechcraft 1900D","Beechcraft","9N-AEK","UE-295",19,16,3,19,16,3,0,"The sightseeing flight of Mt. Everest struck terrain while on approach to Kathmandu-Tribhuvan Airport. One passenger survived the accident but died on the way to the hospital.","(27.70169, 85.3206)",27.8891878005389,84.8458424996933,"Nepal","Nepal","correct location"
"2116",4359,4794,4806,"09/29/2011",2011,"07-08","Bohorok, Indonesia","Nusantara Buana Air","Medan - Kutacane","CASA NC-212 Aviocar 200","CASA","PK-TLF","",18,14,4,18,14,4,0,"Contact with the plane was lost 10 minutes after taking off from Medan. Wreckage was located near Bohorok, on the slope of a mountain 6,100 feet high. VFR flight into IMC conditions. Lack of crew coordination.","(3.542818, 98.128196)",3.27517048422069,99.079002366298,"Indonesia","Indonesia","correct location"
"2117",4360,4795,4807,"10/13/2011",2011,"17-18","Madang, Papua New Guinea","Airline PNG","Lae - Madang","de Havilland Canada DHC-8-102","deHavilland","P2-MCJ","125",32,28,4,28,26,2,0,"While on approach to Madang, the plane crashed into dense forest near the Gogol River, 20 km south of Madang. The two pilots and two pasengers survived the accident. Overspeeding of both propellers. The plane had to be manually flown because the aircraft's yaw damper was unserviceable. Neither pilot noticed the aircraft's speed increasing to its maximum operating speed. The pilot-in-command pulled the power levels of the plane 'quite quickly'. Moments later both propellers over-sped simultaneously. The over-speeding propellers back-drove the turbines in the engines (instead of the engine turbines driving the propellers) and this caused severe damage to the left engine.After the emergency began, the first officer quickly identified the double propeller over-speed. At about the same time, smoke appeared in the cockpit and various aircraft system malfunction alerts activated. The crew did not respond to any of these alerts by implementing the emergency procedures detailed in company manuals and the quick reference handbook.","(-5.22465, 145.79656)",-4.5227629352386,146.426212009493,"Papua New Guinea","Papua New Guinea","correct location"
"2118",4361,4796,4808,"10/27/2011",2011,"04-05","Vancouver, BC, Canada","Northern Thunderbird Air Inc.","Vancouver - Kelowna","Beechcraft 100 King Air","Beechcraft","C-GXRX","B-36",9,7,2,1,0,1,0,"After taking off, the pilot reported problems with the aircraft and began returning to the airport. The plane crashed 900 meters short of Runway 26L. The plane took off even though the passengers reported an oil leak under one of the wings to the crew. Shortly after taking off the captain reported he was returning to the airport due to an oil problem.","(49.2819, -123.11874)",50.1624579944045,-125.667369439852,"Canada","Canada","correct location"
"2119",4362,4797,4809,"11/10/2011",2011,"12-13","ÃÂ Kilohana, Molokai, Hawaii","Blue Hawaiian Helicopter","Sightseeing","Eurocopter EC-130 B4","Eurocopter","N11QV","4909",5,4,1,5,4,1,0,"The sightseeing helicopter, on a tourist excursion of West Maui and Molokai, slammed into a mountainside and burst into flames while flying in heavy rain and winds. The pilot's failure to maintain clearance from mountainous terrain while operating in marginal weather conditions which resulted in impact of the horizontal stabilizer and lower forward portion of the Fenestron with he ground and or vegetation.","(20.704861, -156.437328)",20.9062542642049,-156.997627179832,"United States","United States","correct location"
"2120",4364,4799,4811,"12/07/2011",2011,"16-17","Henderson, Nevada","Sundance Helicopters Inc.","Sightseeing","Aerospatiale AS-350 B2 Ecureuil","Aerospatiale","N37SH","2300",5,4,1,5,4,1,0,"The touring helicopter on a sightseeing flight of the Las Vegas Strip and Hoover Dam, crashed into a mountainside between Lake Mead and Henderson.say Critical steering hardware was disconnected, and the bolt and other tiny parts that should have secured it weren't found on the scene. Records show the mechanism was overhauled the day before but passed multiple inspections on the day of the crash. Inadequate maintenance of the helicopter, including the improper reuse of a degraded self-locking nut, the improper or lack of installation of a split pin and inadequate post maintenance inspections which resulted in the in-flight separation of the servo control input rod from the fore/aft servo and rendering the helicopter uncontrollable.","(36.034776, -115.054822)",35.3207754138901,-116.702089862475,"United States","United States","correct location"
"2121",4365,4800,4812,"12/26/2011",2011,"05-06","Green Grove, Florida","","Jacksonville, FL - Gainsville, FL","Bell 206B","Bell","N5016M","2636",3,2,1,3,2,1,0,"The on-demand air taxi was on a flight to procure an organ for transplantation when it crashed in a wooded area near the Jacksonville Sheriff's Department Aviation Unit. The helicopter was at a height of 30 feet when it struck a 50 ft. tree.","(44.900548, -90.495606)",43.9380127060793,-88.2984558540339,"United States","United States","correct location"
"2122",4368,4803,4815,"03/16/2012",2012,"10-11","Kabul, Afghanistan","Military - Turkish Army (NATO)","","Sikorsky S-70A-28","Sikorsky","10981","",12,NA,NA,12,NA,NA,4,"The helicopter crashed on the outskirts of Kabul in the Bagrami District. It appeared the plane was trying to make an emergency landing when it crashed into houses killing four people on the ground.","(34.52813, 69.17233)",35.5996809911933,70.289139011003,"Afghanistan","Afghanistan","correct location"
